"","BsmtFinSF2","LowQualFinSF","EnclosedPorch","ThreeSsnPorch","ScreenPorch","PoolArea","MiscVal","MasVnrArea","SecondFlrSF","WoodDeckSF","OpenPorchSF","LotFrontage","LotArea","YearBuilt","YearRemodAdd","BsmtFinSF1","BsmtUnfSF","TotalBsmtSF","FirstFlrSF","GrLivArea","GarageYrBlt","GarageArea","YrSold"
"724",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"0","1st_bin","0","0",60,8172,1954,1972,0,941,941,997,1470,1958,548,2008
"725",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"1st_bin","0","2nd_bin","1st_bin",86,13286,2007,2008,1234,464,1698,1698,1698,2007,768,2009
"726",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"0","0","1st_bin","0",60,6960,1970,1970,375,250,864,864,864,1989,660,2009
"727",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"1st_bin","0","2nd_bin","1st_bin",70.0499583680267,21695,1988,2007,808,72,880,1680,1680,1988,540,2009
"728",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"1st_bin","0","1st_bin","0",64,7314,2007,2007,724,508,1232,1232,1232,2007,632,2009
"729",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"1st_bin","0","0","1st_bin",85,11475,1958,1958,0,1584,1584,1776,1776,1968,888,2009
"730",FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"0","0","0","1st_bin",52,6240,1925,1950,152,628,780,848,1208,1962,539,2009
"731",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"0","0","2nd_bin","2nd_bin",39,5389,1995,1996,1180,415,1595,1616,1616,1995,608,2010
"732",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"2nd_bin","0","1st_bin","1st_bin",73,9590,2003,2003,786,82,868,1146,1146,2003,438,2007
"733",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"1st_bin","2nd_bin","1st_bin","1st_bin",75,11404,1998,1999,252,901,1153,1153,2031,1998,541,2008
"734",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"0","0","1st_bin","0",80,10000,1961,1983,594,270,864,1144,1144,1961,264,2009
"735",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"0","0","1st_bin","0",70.0499583680267,8978,1968,1968,0,948,948,948,948,1968,300,2007
"736",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"0","2nd_bin","0","3rd_bin",60,10800,1914,1970,390,490,880,880,1768,1914,320,2006
"737",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"0","0","0","0",60,8544,1950,1950,0,0,0,1040,1040,1949,400,2006
"738",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"0","2nd_bin","0","1st_bin",72,10463,2005,2005,0,893,893,901,1801,2005,800,2006
"739",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"0","0","1st_bin","0",60,10800,1987,1988,1200,0,1200,1200,1200,1978.50616388687,0,2009
"740",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"0","2nd_bin","1st_bin","1st_bin",65,9313,2004,2004,0,864,864,864,1728,2004,572,2009
"741",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"0","2nd_bin","2nd_bin","0",60,9600,1910,2002,0,264,264,768,1432,1910,360,2007
"742",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"0","0","1st_bin","0",65,6768,1961,1996,832,80,912,912,912,1962,288,2008
"743",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"1st_bin","0","1st_bin","1st_bin",65,8450,2000,2001,0,1349,1349,1349,1349,2000,539,2007
"744",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"0","0","2nd_bin","0",70,12886,1963,1999,444,76,520,1464,1464,1997,480,2009
"745",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,"0","0","1st_bin","0",41,5395,1993,1993,733,604,1337,1337,1337,1993,462,2008
"746",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"1st_bin","3rd_bin","0","2nd_bin",70.0499583680267,8963,1976,1996,575,487,1142,1175,2715,1994,831,2008
"747",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"0","3rd_bin","2nd_bin","1st_bin",70.0499583680267,8795,2000,2000,300,652,952,980,2256,2000,554,2009
"748",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"0","3rd_bin","1st_bin","0",65,11700,1880,2003,0,1240,1240,1320,2640,1950,864,2009
"749",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"1st_bin","0","2nd_bin","1st_bin",59,10593,1996,1996,919,801,1720,1720,1720,1996,527,2010
"750",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"0","1st_bin","1st_bin","0",50,8405,1945,1950,0,0,0,1088,1529,1945,240,2009
"751",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"0","1st_bin","0","2nd_bin",55,8800,1910,2004,0,576,576,792,1140,1978.50616388687,0,2010
"752",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"0","2nd_bin","0","1st_bin",70.0499583680267,7750,2003,2003,0,660,660,660,1320,2003,400,2007
"753",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"0","0","1st_bin","1st_bin",79,9236,1997,1997,1200,279,1479,1494,1494,1997,576,2006
"754",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"1st_bin","2nd_bin","1st_bin","1st_bin",80,10240,2005,2005,0,1030,1030,1038,2098,2005,878,2006
"755",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"0","0","1st_bin","1st_bin",61,7930,1969,2005,439,115,1026,1026,1026,1969,440,2009
"756",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"3rd_bin","2nd_bin","0","1st_bin",34,3230,1999,1999,381,348,729,742,1471,1999,440,2009
"757",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"0","2nd_bin","1st_bin","1st_bin",68,10769,2007,2007,20,846,866,866,1768,2007,578,2009
"758",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"1st_bin","2nd_bin","2nd_bin","0",70.0499583680267,11616,1978,1978,438,234,672,672,1386,1978,440,2010
"759",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"1st_bin","2nd_bin","0","0",24,2280,1999,1999,549,195,744,757,1501,1999,440,2008
"760",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"2nd_bin","3rd_bin","1st_bin","1st_bin",65,12257,1995,1995,56,1198,1318,1328,2531,1995,752,2007
"761",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"0","0","0","0",70,9100,1959,1959,612,252,864,864,864,2008,300,2009
"762",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"0","0","0","0",60,6911,1924,1950,405,740,1145,1301,1301,1965,440,2009
"763",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"0","2nd_bin","1st_bin","1st_bin",72,8640,2009,2009,24,732,756,764,1547,2009,614,2010
"764",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"2nd_bin","3rd_bin","0","1st_bin",82,9430,1999,1999,1163,89,1252,1268,2365,1999,856,2009
"765",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"0","0","0","1st_bin",30,9549,1995,1996,437,0,1494,1494,1494,1995,481,2006
"766",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"1st_bin","0","0","2nd_bin",75,14587,2008,2008,0,1498,1498,1506,1506,2008,592,2008
"767",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,"1st_bin","2nd_bin","2nd_bin","1st_bin",80,10421,1988,1988,394,586,980,980,1714,1988,496,2010
"768",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,"0","2nd_bin","2nd_bin","0",75,12508,1940,1985,660,323,983,983,1750,1989,423,2008
"769",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"0","0","1st_bin","1st_bin",70,9100,2004,2005,24,1836,1860,1836,1836,2004,484,2006
"770",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"2nd_bin","4th_bin","3rd_bin","1st_bin",47,53504,2003,2003,1416,234,1650,1690,3279,2003,841,2010
"771",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"0","0","1st_bin","0",70.0499583680267,7252,1982,1982,685,173,858,858,858,1983,576,2009
"772",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"0","0","0","0",67,8877,1951,1951,836,0,836,1220,1220,1951,396,2006
"773",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"0","0","1st_bin","0",94,7819,1976,1976,422,480,1029,1117,1117,1976,672,2010
"774",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"0","0","0","0",70,10150,1958,1958,456,456,912,912,912,1958,275,2007
"775",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"1st_bin","0","2nd_bin","1st_bin",110,14226,2006,2006,0,1935,1935,1973,1973,2006,895,2007
"776",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"1st_bin","0","0","2nd_bin",32,4500,1998,1998,866,338,1204,1204,1204,1998,412,2009
"777",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"1st_bin","0","1st_bin","1st_bin",86,11210,2005,2006,20,1594,1614,1614,1614,2005,865,2006
"778",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"0","0","2nd_bin","0",100,13350,1974,1974,762,102,864,894,894,1974,440,2006
"779",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"1st_bin","0","0","0",60,8400,1977,1977,0,0,0,2020,2020,1977,630,2007
"780",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"1st_bin","0","0","0",78,10530,1977,1977,975,0,975,1004,1004,1977,504,2006
"781",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"1st_bin","0","1st_bin","1st_bin",63,7875,1995,1996,0,1237,1237,1253,1253,1995,402,2007
"782",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"0","2nd_bin","0","1st_bin",65,7153,1992,1992,387,374,761,810,1603,1992,484,2006
"783",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"0","0","0","1st_bin",67,16285,2001,2002,0,1413,1413,1430,1430,2001,605,2009
"784",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"1st_bin","0","2nd_bin","1st_bin",70.0499583680267,9101,1978,1978,1097,0,1097,1110,1110,1978,602,2009
"785",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"0","2nd_bin","0","3rd_bin",35,6300,1914,2001,0,742,742,742,1484,1978.50616388687,0,2008
"786",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"0","0","0","0",70.0499583680267,9790,1967,1967,251,491,1372,1342,1342,1967,457,2009
"787",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,"0","2nd_bin","0","0",60,10800,1915,1950,686,0,686,966,1652,1961,416,2010
"788",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"0","3rd_bin","0","1st_bin",76,10142,2004,2004,656,300,956,956,2084,2004,618,2010
"789",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"0","0","0","0",50,6000,1954,2000,0,901,901,901,901,1954,281,2008
"790",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"1st_bin","3rd_bin","1st_bin","2nd_bin",70.0499583680267,12205,1966,2007,568,264,832,976,2087,1966,444,2007
"791",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"1st_bin","0","1st_bin","1st_bin",43,3182,2005,2006,16,1129,1145,1145,1145,2005,397,2009
"792",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"0","0","1st_bin","0",70.0499583680267,11333,1976,1976,539,490,1029,1062,1062,1976,539,2007
"793",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"0","2nd_bin","1st_bin","1st_bin",92,9920,1996,1997,862,255,1117,1127,2013,1997,455,2007
"794",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"1st_bin","0","1st_bin","1st_bin",76,9158,2007,2007,0,1496,1496,1496,1496,2007,474,2007
"795",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"0","2nd_bin","1st_bin","1st_bin",70.0499583680267,10832,1994,1996,0,712,712,1086,1895,1994,409,2008
"796",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"1st_bin","2nd_bin","0","1st_bin",70,8400,1980,1981,0,650,650,888,1564,1980,476,2010
"797",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"1st_bin","0","1st_bin","0",71,8197,1977,1977,0,660,660,1285,1285,1977,528,2007
"798",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"0","0","0","0",57,7677,1953,1953,570,203,773,773,773,1953,240,2008
"799",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"3rd_bin","3rd_bin","1st_bin","1st_bin",104,13518,2008,2009,0,1926,1926,1966,3140,2009,820,2009
"800",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"1st_bin","2nd_bin","0","0",60,7200,1937,1950,569,162,731,981,1768,1939,240,2007
"801",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,"0","2nd_bin","2nd_bin","1st_bin",79,12798,1997,1997,462,154,616,616,1688,1997,603,2008
"802",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"0","0","0","0",40,4800,1916,1990,197,999,1196,1196,1196,1957,440,2007
"803",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"0","2nd_bin","1st_bin","1st_bin",63,8199,2005,2005,648,80,728,728,1456,2005,410,2008
"804",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"2nd_bin","3rd_bin","1st_bin","2nd_bin",107,13891,2008,2009,0,1734,1734,1734,2822,2009,1020,2009
"805",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"0","0","0","0",75,9000,1954,1954,812,124,936,1128,1128,1954,286,2006
"806",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"1st_bin","0","0","1st_bin",91,12274,2008,2008,0,1417,1417,1428,1428,2008,554,2008
"807",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"0","0","1st_bin","0",75,9750,1967,1967,400,100,980,980,980,1967,384,2006
"808",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"0","1st_bin","0","3rd_bin",144,21384,1923,2004,1309,15,1324,1072,1576,1923,528,2009
"809",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"3rd_bin","0","0","0",85,13400,1966,1966,516,380,1024,1086,1086,1966,484,2006
"810",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"0","2nd_bin","1st_bin","2nd_bin",90,8100,1898,1965,0,849,849,1075,2138,1910,360,2009
"811",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"1st_bin","0","2nd_bin","0",78,10140,1974,1999,663,0,1040,1309,1309,1974,484,2006
"812",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"1st_bin","0","1st_bin","0",70.0499583680267,4438,2004,2004,662,186,848,848,848,2004,420,2008
"813",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"0","0","0","0",66,8712,1952,1952,0,540,540,1044,1044,1952,504,2010
"814",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,"1st_bin","0","0","0",75,9750,1958,1958,608,834,1442,1442,1442,1958,301,2007
"815",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"0","1st_bin","1st_bin","0",45,8248,1918,1950,0,686,686,686,1250,1955,280,2006
"816",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"2nd_bin","0","0","1st_bin",48,12137,1998,1998,0,1649,1649,1661,1661,1998,598,2010
"817",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"0","0","0","0",70.0499583680267,11425,1954,1954,486,522,1008,1008,1008,1954,275,2006
"818",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"1st_bin","0","1st_bin","1st_bin",70.0499583680267,13265,2002,2002,1218,350,1568,1689,1689,2002,857,2008
"819",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"1st_bin","0","0","0",80,8816,1971,1971,504,506,1010,1052,1052,1971,440,2010
"820",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"1st_bin","0","1st_bin","1st_bin",44,6371,2009,2010,733,625,1358,1358,1358,2010,484,2010
"821",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"0","2nd_bin","0","1st_bin",72,7226,2003,2003,0,798,798,798,1640,2003,595,2008
"822",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"0","0","0","1st_bin",60,6000,1953,1953,0,936,936,936,936,1974,576,2009
"823",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"0","2nd_bin","1st_bin","1st_bin",70.0499583680267,12394,2003,2003,0,847,847,847,1733,2003,433,2007
"824",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"0","1st_bin","2nd_bin","0",60,9900,1940,1950,0,778,778,944,1489,1940,240,2009
"825",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"0","0","0","2nd_bin",81,11216,2006,2006,0,1489,1489,1489,1489,2006,776,2006
"826",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"3rd_bin","0","1st_bin","1st_bin",114,14803,2007,2008,1636,442,2078,2084,2084,2007,1220,2008
"827",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"0","0","0","0",50,6130,1924,1950,784,0,784,784,784,1978.50616388687,0,2008
"828",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"0","0","2nd_bin","1st_bin",65,8529,2001,2001,20,1434,1454,1434,1434,2001,527,2009
"829",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"0","2nd_bin","3rd_bin","0",70.0499583680267,28698,1967,1967,249,0,1013,1160,2126,1967,538,2009
"830",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"0","2nd_bin","0","2nd_bin",24,2544,2005,2005,0,600,600,520,1223,2005,480,2006
"831",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"1st_bin","0","0","0",80,11900,1957,1957,1040,352,1392,1392,1392,1957,458,2008
"832",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"0","2nd_bin","0","2nd_bin",30,3180,2005,2005,0,600,600,520,1200,2005,480,2006
"833",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"1st_bin","2nd_bin","1st_bin","1st_bin",44,9548,2003,2003,483,458,941,941,1829,2003,613,2010
"834",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"1st_bin","0","0","0",100,10004,1964,1964,196,975,1516,1516,1516,1964,472,2009
"835",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"1st_bin","0","0","0",75,7875,1961,1961,572,572,1144,1144,1144,1961,456,2008
"836",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"0","0","2nd_bin","0",60,9600,1950,1995,442,625,1067,1067,1067,1996,436,2010
"837",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"0","0","0","1st_bin",90,8100,1948,1973,338,1221,1559,1559,1559,1948,812,2007
"838",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"1st_bin","1st_bin","0","0",21,1680,1973,1973,330,153,483,483,987,1973,264,2008
"839",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"0","0","2nd_bin","0",75,9525,1995,2006,0,1099,1099,1099,1099,1999,352,2008
"840",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"0","1st_bin","0","0",70,11767,1946,1995,352,416,768,768,1200,1946,240,2008
"841",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"0","2nd_bin","0","0",70.0499583680267,12155,1925,1950,156,516,672,810,1482,1934,400,2008
"842",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"0","1st_bin","1st_bin","1st_bin",60,10440,1904,2002,0,650,650,958,1539,1983,686,2008
"843",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"1st_bin","0","0","1st_bin",82,9020,1966,1966,312,276,1127,1165,1165,1966,490,2008
"844",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"0","0","0","0",80,8000,1961,1961,0,1800,1800,1800,1800,1978.50616388687,0,2007
"845",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"0","1st_bin","2nd_bin","0",100,12665,1915,1950,0,876,876,876,1416,1949,720,2008
"846",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"0","0","0","0",70.0499583680267,16647,1975,1981,1390,0,1390,1701,1701,1975,611,2007
"847",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"1st_bin","2nd_bin","2nd_bin","1st_bin",75,9317,1993,1993,513,227,740,1006,1775,1993,425,2009
"848",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"0","0","0","0",36,15523,1972,1972,460,404,864,864,864,1972,338,2009
"849",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"0","2nd_bin","3rd_bin","1st_bin",75,45600,1908,1997,0,907,907,1307,2358,1908,360,2008
"850",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"1st_bin","2nd_bin","1st_bin","1st_bin",80,9600,1976,1994,0,528,528,1094,1855,1976,512,2007
"851",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"1st_bin","0","1st_bin","0",36,4435,2003,2003,659,189,848,848,848,2003,420,2007
"852",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"1st_bin","0","1st_bin","1st_bin",70.0499583680267,3196,2003,2003,0,1273,1273,1456,1456,2003,400,2006
"853",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"0","2nd_bin","0","0",53,7128,1941,1950,364,554,918,918,1646,1941,240,2007
"854",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"1st_bin","0","1st_bin","0",70.0499583680267,12095,1964,1964,564,563,1127,1445,1445,1964,645,2009
"855",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"0","0","0","4th_bin",102,17920,1955,1974,306,372,1763,1779,1779,1955,454,2006
"856",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"0","0","0","1st_bin",70.0499583680267,6897,1962,2010,659,381,1040,1040,1040,1962,260,2010
"857",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"0","0","0","0",70.0499583680267,10970,1978,1978,505,0,940,1026,1026,1981,576,2008
"858",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"0","2nd_bin","0","1st_bin",65,8125,1994,1995,0,702,702,702,1481,1994,343,2009
"859",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"1st_bin","0","0","0",80,10400,1976,1976,0,1090,1090,1370,1370,1976,479,2009
"860",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"1st_bin","3rd_bin","0","1st_bin",70.0499583680267,11029,1968,1984,619,435,1054,1512,2654,1968,619,2006
"861",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"0","1st_bin","0","2nd_bin",55,7642,1918,1998,0,912,912,912,1426,1925,216,2007
"862",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"0","0","0","0",75,11625,1965,1965,841,198,1039,1039,1039,1965,504,2010
"863",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"0","0","0","0",81,9672,1984,1985,338,702,1040,1097,1097,1986,480,2010
"864",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"0","0","0","0",70,7931,1959,1959,1148,0,1148,1148,1148,1959,672,2009
"865",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"0","0","0","2nd_bin",72,8640,2007,2008,0,1372,1372,1372,1372,2008,529,2008
"866",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"1st_bin","0","0","0",70.0499583680267,8750,1970,1970,828,174,1002,1002,1002,1973,902,2009
"867",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"1st_bin","0","1st_bin","1st_bin",67,10656,2006,2007,0,1638,1638,1646,1646,2007,870,2007
"868",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"0","0","1st_bin","0",85,6970,1961,1961,932,108,1040,1120,1120,1961,544,2007
"869",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"0","2nd_bin","1st_bin","2nd_bin",70.0499583680267,14762,1948,1950,0,0,0,1547,2320,1979,672,2006
"870",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"1st_bin","2nd_bin","1st_bin","1st_bin",80,9938,1993,1994,750,300,1050,1062,1949,1993,574,2010
"871",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"0","0","0","0",60,6600,1962,1962,0,894,894,894,894,1962,308,2009
"872",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"1st_bin","2nd_bin","0","1st_bin",70,8750,1998,1998,505,299,804,804,1682,1998,523,2010
"873",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"0","0","1st_bin","0",74,8892,1953,1996,0,105,105,910,910,1953,414,2008
"874",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"0","0","0","1st_bin",60,12144,1949,1950,375,457,832,1036,1268,1949,288,2009
"875",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"0","1st_bin","1st_bin","0",52,5720,1941,1950,0,676,676,676,1131,1941,200,2009
"876",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"0","3rd_bin","1st_bin","3rd_bin",75,9000,2007,2007,64,1120,1184,1184,2610,2007,550,2007
"877",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"0","0","0","0",94,25286,1963,1963,633,431,1064,1040,1040,1963,648,2007
"878",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"1st_bin","2nd_bin","1st_bin","0",74,8834,2004,2005,1170,292,1462,1462,2224,2004,738,2009
"879",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"0","0","1st_bin","0",88,11782,1961,1995,899,210,1109,1155,1155,1987,576,2010
"880",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"1st_bin","0","0","0",70.0499583680267,7000,1978,2005,646,218,864,864,864,1978,336,2009
